DBCODE,ENTITY,QUALTRICSID,TIME,GEND,AGE,AGE_RANGE,INCO,EDU,RACE,ORG_DON,ORG_VOL,ENV_ID,INATT_CON,POL_OR,REL,SODES_1,SODES_2,SODES_3,SODES_4,SODES_5,SODES_6,SODES_7,SODES_8,SODES_9,SODES_10,SODES_11,SODES_12,SODES_13,MINC1_A1,MINC2_A2,MINC3_A3,MINC4_Z1,MINC5_Z2,MINC6_B1,MINC7_B2,MINC8_E1,MINC9_E2,MINC10_E3,MINC11_E4,MINC12_E5,MINC13_E6,MINC14_Z3,MINC15_Z4,MINC16_B3,MINC17_B4,MINC18_A4,MINC19_A5,MINC20_A6,MINC21_A7,MINC22_Z5,MINC23_Z6,MINC24_Z7,MINC25_Z8,MINC26_Z9,MINC27_B5,MINC28_B6,MINC29_B7,MINC30_B8,MINC31_E7,MINC32_E8,MINC33_E9,MINC34_E10,MINC35_Z10,MINC36_Z11,MINC37_Z12,MINC38_Z13,MINC39_Z14,MINC40_B9,MINC41_B10,MINC42_B11,MINC43_B12,MINC44_E11,MINC45_E12,MINC46_E13,MINC47_E14,TRT_CAT,TRT_ATT1,TRT_ATT2,TRT_ATT3,MOSA_1,MOSA_2,MOSA_3,HYDON1,HYDON2,HYDON3,MC1_MFI1,MC2_MFI2,MC3_MFB1,MC4_MFB2,MC5_MWH,MC6_MWNH,MC7_EMO,DON,DON2
SS007,1,328,402,2,32,2,4,8,3,1,2,1,1,1,3,2,1,1,1,2,1,2,1,2,2,1,2,2,6,6,5,3,5,7,3,5,3,5,6,3,5,3,2,1,7,7,7,6,6,5,5,5,5,1,1,1,1,1,4,3,3,4,6,6,6,5,1,4,4,3,2,4,2,4,4,1,5,5,6,5,5,5,2,0,0,5,5,7,6,5,5,4,0,0
SS007,1,329,438,1,63,5,3,3,3,2,2,1,1,7,3,2,2,1,2,1,2,1,2,1,2,2,2,1,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,4,7,7,1,10,1,7,4,1,4,7,7,4,5,1
SS007,1,330,849,2,43,3,4,6,3,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,2,7,6,7,4,7,7,4,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,1,1,1,5,1,1,7,1,7,1,6,7,5,5,1,5,6,1,1,7,2,7,6,5,7,7,6,6,6,5,2,0,0,6,5,4,6,6,6,4,5,1
SS007,1,331,757,2,43,3,6,8,3,1,2,1,1,6,1,2,2,2,2,2,1,1,2,1,2,1,1,2,7,7,7,7,7,1,7,7,1,7,7,1,7,7,4,3,7,7,7,7,7,7,7,7,7,4,7,7,4,4,7,4,7,7,7,7,7,7,4,7,7,4,4,7,4,7,7,4,7,7,4,4,4,6,2,0,0,7,5,1,1,1,7,3,5,1
SS007,1,332,930,1,84,7,1,6,3,1,2,1,1,6,1,1,2,1,2,1,2,1,2,1,2,1,2,1,7,4,7,4,4,7,4,7,1,6,7,1,7,1,3,1,4,7,7,7,7,7,7,4,7,1,1,6,4,1,7,1,7,7,7,7,6,6,2,2,6,4,2,6,1,7,6,1,7,7,7,6,7,7,2,0,0,7,4,2,7,5,6,5,0.01,1
SS007,1,333,1717,2,31,2,99,3,3,1,2,3,1,5,3,2,1,2,1,1,1,1,2,1,2,1,1,2,6,7,7,5,4,6,4,5,2,6,7,1,3,2,1,1,1,7,7,7,7,6,6,3,4,1,1,3,1,1,5,1,7,7,6,4,5,3,1,3,5,2,1,5,1,6,6,6,7,7,6,6,7,6,2,0,0,6,7,3,5,7,5,5,1,1
SS007,1,334,662,1,63,5,1,2,1,2,2,2,1,3,3,2,2,1,2,1,2,1,2,1,2,1,1,1,7,4,7,7,7,4,4,7,1,7,7,1,7,1,7,1,7,7,7,7,7,7,7,7,7,1,4,7,1,7,7,7,7,7,7,7,5,4,5,7,7,7,7,7,7,7,7,3,7,7,6,7,7,5,1,10,1,7,7,7,3,7,7,6,2.76,1
SS007,1,335,1056,1,45,4,3,6,1,1,2,1,1,6,3,2,2,2,2,1,1,1,2,1,2,2,2,1,6,1,7,5,5,2,5,6,1,5,5,1,5,2,2,2,7,7,7,7,7,7,7,6,3,4,5,6,4,2,7,1,5,4,5,5,5,3,2,3,4,4,3,4,2,4,5,7,5,6,5,6,5,5,1,10,1,4,4,3,5,5,3,3,0,0
SS007,1,336,682,2,66,6,6,6,3,2,2,1,1,7,1,2,2,1,1,1,1,2,2,1,2,1,2,1,7,6,7,7,7,5,4,7,1,5,7,1,5,5,6,3,5,7,7,7,7,7,7,7,7,6,4,6,4,4,7,5,6,7,7,7,7,7,5,4,5,4,4,7,6,7,6,7,7,7,5,5,5,5,2,0,0,6,6,4,5,6,5,4,5,1
SS007,1,337,814,1,64,5,5,6,1,2,2,3,1,5,1,1,1,1,2,2,1,2,2,1,2,2,2,2,7,5,7,5,5,4,5,5,2,5,5,2,5,1,5,1,4,4,7,7,7,7,5,3,4,1,5,5,4,1,7,1,7,7,7,7,6,6,4,7,7,5,4,6,4,7,7,2,7,7,7,5,6,7,1,7,1,7,7,7,7,7,7,5,2.5,1
SS007,1,338,879,1,62,5,3,7,3,2,3,1,1,4,1,2,2,2,2,1,2,1,2,1,2,1,2,1,7,2,6,7,7,2,5,7,1,7,7,1,6,5,6,4,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,6,6,6,7,7,6,7,6,7,7,6,7,7,6,6,7,6,1,25,1,5,1,4,6,7,7,6,4.37,1
SS007,1,339,933,1,56,5,3,6,3,2,2,1,1,4,3,2,1,1,2,1,2,1,2,1,2,1,2,1,7,4,7,7,7,4,4,7,2,7,7,1,7,7,6,1,7,7,7,7,7,7,7,7,7,3,6,6,3,3,7,1,7,7,7,4,7,4,2,6,7,4,2,6,1,6,6,3,6,6,5,7,6,6,2,0,0,4,6,6,4,4,7,6,5,1
SS007,1,340,786,1,60,5,6,7,3,2,2,1,1,7,1,2,1,2,2,1,2,1,2,1,2,2,2,2,7,7,7,5,6,2,6,6,2,5,7,1,6,3,7,2,7,7,7,7,7,7,7,7,7,3,4,6,3,1,7,1,7,7,6,6,6,6,2,4,6,2,1,6,1,6,6,2,7,7,7,7,6,6,2,0,0,6,6,5,5,7,6,4,5,1
SS007,1,341,609,2,37,3,4,3,3,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,5,4,5,4,4,5,5,4,4,4,5,5,4,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,2,3,3,3,4,3,3,5,4,4,4,4,3,3,2,0,0,4,4,4,4,4,4,2,0,0
SS007,1,342,506,1,33,2,5,4,3,2,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,7,7,6,7,6,6,6,6,2,5,6,2,5,6,3,4,6,7,7,7,7,7,7,6,6,4,6,6,6,4,6,4,6,6,6,6,6,5,5,5,6,5,5,5,5,5,5,4,7,7,6,7,7,7,1,50,1,6,6,6,7,7,7,5,0.04,1
SS007,1,343,711,1,25,2,1,3,3,2,1,1,1,1,3,2,2,1,2,1,2,1,2,1,1,2,1,2,4,4,7,7,7,4,7,7,1,7,7,1,7,5,5,4,7,5,6,7,7,7,7,7,6,4,6,7,4,1,7,1,7,7,7,7,6,5,3,7,7,4,2,7,2,7,7,7,7,7,6,6,5,5,2,0,0,6,4,3,5,3,7,4,0.44,1
SS007,1,344,734,2,56,5,4,6,3,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,6,6,7,6,4,6,2,4,4,2,3,4,3,1,1,1,4,7,7,7,5,7,7,4,6,1,4,4,1,1,4,1,5,5,6,6,4,4,1,1,1,1,1,4,1,4,4,2,4,4,2,2,3,4,2,0,0,2,2,4,4,2,4,1,0,0
SS007,1,345,1003,1,24,1,5,6,3,2,2,2,1,1,3,1,1,2,2,1,2,1,1,2,1,1,1,2,7,5,6,6,6,5,4,4,1,6,5,2,7,4,3,1,1,4,7,7,7,7,7,7,6,4,2,4,2,1,7,2,6,6,6,5,6,5,3,4,4,3,2,5,3,6,6,6,6,7,4,4,5,5,2,0,0,7,5,4,6,7,7,5,2.5,1
SS007,1,346,548,1,19,1,6,6,3,2,2,2,1,6,2,1,1,1,1,2,1,2,1,1,2,1,1,2,7,5,7,7,6,5,5,6,1,6,6,1,6,5,4,2,5,5,7,7,7,7,7,6,7,2,3,5,2,1,7,2,6,5,7,7,6,7,4,4,5,4,4,7,4,6,6,7,7,7,6,5,6,6,2,0,0,7,6,4,5,5,6,6,5,1
SS007,1,347,615,1,57,5,5,4,3,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,5,4,6,6,3,5,2,5,2,6,5,2,5,1,1,1,7,7,7,7,7,7,7,7,4,1,1,4,1,1,6,1,6,6,6,4,5,3,1,3,3,1,1,4,1,6,6,1,5,6,6,5,5,4,2,0,0,5,4,5,5,7,7,4,0,0
SS007,1,348,364,1,31,2,99,7,3,2,2,1,1,7,1,1,1,2,2,2,1,2,1,1,2,1,1,2,5,4,7,7,7,4,5,7,1,7,7,1,7,5,7,1,6,6,7,7,7,7,7,7,7,7,7,7,4,7,7,2,1,7,7,7,7,7,1,7,7,7,6,7,1,7,7,1,7,7,5,5,4,7,2,0,0,7,6,6,6,7,5,4,0,0
SS007,1,349,925,1,37,3,4,7,1,1,1,3,1,5,3,1,2,2,2,1,2,1,2,1,2,2,1,2,4,5,7,5,7,5,7,7,1,5,6,1,5,3,7,3,7,7,7,7,6,6,7,5,4,1,6,4,1,1,6,1,6,6,3,2,2,1,1,3,1,1,1,7,7,5,5,7,6,4,4,4,3,3,2,0,0,6,5,5,6,5,5,3,0,0
SS007,1,350,267,2,35,3,6,6,3,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,2,1,1,2,6,5,6,5,6,2,6,6,1,7,7,1,7,6,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,6,6,7,7,1,300,1,7,6,7,7,6,6,6,0,0
SS007,1,351,703,2,73,6,5,6,3,2,2,3,1,6,1,2,2,2,2,2,2,1,2,1,2,2,2,2,7,7,7,7,7,4,5,3,4,4,5,3,4,1,1,1,4,7,7,7,5,7,7,4,4,1,1,1,1,1,5,1,6,6,7,6,7,6,1,4,4,4,1,5,1,6,7,2,7,7,7,6,6,6,2,0,0,7,7,4,7,7,4,4,5,1
SS007,1,352,1159,2,71,6,3,3,3,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,5,6,6,5,5,3,5,5,2,6,6,2,6,3,3,1,6,6,6,6,3,6,6,6,5,2,5,5,2,2,6,2,6,6,6,6,5,4,2,4,6,2,2,6,2,6,6,1,6,6,5,5,6,6,1,10,1,6,4,6,6,4,4,6,0.07,1
SS007,1,353,640,1,70,6,2,2,3,2,2,1,1,4,2,2,2,2,2,1,2,1,2,1,1,2,2,1,6,7,6,6,6,2,4,4,4,2,5,4,5,1,7,1,7,4,3,4,4,4,4,4,4,4,4,4,4,7,4,7,4,4,7,5,5,5,1,4,4,4,1,4,1,4,5,1,5,5,4,5,4,5,2,0,0,7,6,4,5,5,5,4,0,0
SS007,1,354,403,2,31,2,1,2,3,2,1,2,1,3,1,2,2,2,2,2,2,1,2,1,1,1,2,2,5,2,7,2,6,6,4,6,2,7,6,1,7,1,1,1,1,3,6,7,6,7,7,2,4,1,1,5,1,1,5,1,6,5,6,4,3,4,1,2,4,1,1,5,2,6,5,6,6,6,4,2,3,5,2,0,0,6,3,5,6,6,6,2,5,1
SS007,1,355,702,2,49,4,5,3,3,2,2,2,1,3,2,2,2,2,2,1,2,1,2,1,2,2,2,2,6,3,7,5,3,7,1,6,5,4,4,3,5,1,1,1,6,7,7,7,7,6,6,3,3,1,1,2,1,1,5,1,5,5,4,4,3,3,1,1,5,1,1,3,1,5,6,1,5,5,4,3,3,5,2,0,0,6,5,5,5,6,2,3,0,0
SS007,1,356,462,1,42,3,5,4,3,2,2,2,1,6,1,1,1,1,1,1,1,1,1,2,2,1,1,2,6,6,6,6,6,3,5,7,1,7,7,1,7,7,6,1,7,7,7,7,7,7,7,6,7,2,4,5,4,1,7,1,7,7,7,7,2,7,4,4,4,4,2,5,1,7,7,4,6,6,6,6,6,6,1,20,1,7,7,2,5,6,6,6,5,1
SS007,1,357,561,1,37,3,6,7,3,2,2,3,1,6,2,2,2,2,2,1,2,2,2,1,2,1,2,1,5,5,6,5,4,5,4,5,4,5,5,5,4,3,2,1,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5,3,4,5,5,4,5,4,3,2,2,2,2,4,3,4,5,3,5,5,4,3,5,4,2,0,0,5,5,4,5,6,6,4,0.02,1
SS007,1,358,730,1,52,4,99,3,3,2,1,2,1,2,3,2,2,2,2,1,2,1,2,1,2,2,2,1,7,5,7,4,7,1,5,5,2,6,5,2,5,2,2,1,4,7,7,7,7,7,7,7,7,3,4,7,4,3,7,3,7,7,7,7,7,7,4,5,7,5,4,7,3,7,7,3,7,7,6,4,4,3,2,0,0,5,3,6,6,3,4,4,0,0
SS007,1,359,1115,1,60,5,7,6,5,2,2,2,1,6,3,2,2,1,2,2,2,1,2,2,2,2,2,1,6,2,7,7,7,2,6,6,2,7,6,6,6,7,1,1,5,6,7,7,7,7,7,4,6,1,4,4,1,1,7,1,7,7,7,7,7,7,7,7,7,6,1,7,4,7,7,5,6,6,5,7,6,6,2,0,0,5,4,7,7,7,7,6,5,1
SS007,1,360,1081,2,54,4,5,4,5,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,7,7,7,4,5,7,1,7,7,1,7,1,1,1,7,7,7,7,7,4,7,7,4,4,7,7,1,1,5,1,7,7,4,7,7,5,4,7,7,4,1,5,1,7,7,3,5,5,4,5,5,5,2,0,0,4,5,6,6,6,5,4,0.12,1
SS007,1,361,537,1,44,3,6,7,3,2,2,1,1,7,2,1,1,1,1,2,1,2,1,2,2,1,1,2,7,6,7,6,7,2,7,7,3,7,7,3,7,7,6,5,7,7,7,7,7,7,7,7,7,7,5,6,5,2,7,3,7,7,7,7,7,7,3,2,7,6,2,7,3,7,3,4,7,7,6,7,7,7,1,25,1,7,7,5,7,6,7,7,0.25,1
SS007,1,362,6880,2,58,5,3,6,1,2,2,3,1,4,3,2,2,1,2,1,1,1,1,2,2,2,1,2,7,4,1,4,6,4,4,4,4,6,4,3,4,1,2,1,1,5,6,6,6,5,4,4,4,1,4,5,2,2,6,4,5,5,5,6,4,5,4,5,5,4,4,5,4,5,5,3,5,5,5,5,5,4,2,0,0,5,4,4,5,4,5,4,2.55,1
SS007,1,363,709,1,30,2,3,6,3,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,5,5,6,6,6,4,5,5,2,5,5,2,4,6,7,1,6,6,7,6,6,6,6,6,6,6,3,6,3,4,6,3,6,6,6,5,7,5,4,5,6,5,2,6,3,6,6,4,5,5,5,6,5,6,2,,4,6,6,2,5,4,6,5,2.5,1
SS007,1,364,1076,1,59,5,99,3,3,2,2,1,1,4,2,2,2,2,2,1,2,1,2,1,1,2,2,2,6,6,7,6,6,2,6,6,1,6,7,1,7,1,4,1,7,7,7,7,6,6,7,6,6,1,6,7,2,1,7,2,7,7,7,7,7,7,3,7,7,4,1,7,3,7,7,1,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,1.1,1
SS007,1,365,781,1,38,3,2,6,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,6,4,6,6,6,5,5,5,3,5,5,3,5,3,1,1,5,6,6,6,6,6,6,5,5,4,4,5,4,3,6,5,6,6,6,6,6,6,4,4,5,3,3,6,5,6,6,3,5,6,4,4,5,5,2,0,0,6,5,5,5,3,6,4,1.01,1
SS007,1,366,1304,1,52,4,99,4,3,2,2,2,1,3,2,2,1,2,2,2,1,2,2,1,2,2,2,1,4,3,6,5,6,3,5,7,1,6,7,1,6,5,5,4,5,6,6,6,6,6,6,6,6,5,6,6,5,5,6,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,2,0,0,5,5,5,6,6,6,6,5,1
SS007,1,367,452,1,47,4,2,3,3,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,7,4,7,7,7,1,7,7,1,7,7,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,10,1,7,7,4,7,7,7,7,5,1
SS007,1,368,699,1,40,3,4,3,3,2,2,2,1,3,2,1,1,1,2,2,1,2,2,1,2,1,1,2,7,7,7,5,6,4,4,5,3,5,6,3,5,1,1,1,3,7,7,7,7,7,7,7,7,1,1,6,1,1,7,1,7,7,7,7,7,7,3,6,7,5,1,7,2,7,7,6,7,7,5,5,5,6,2,0,0,5,5,3,3,6,5,4,5,1
SS007,1,369,731,2,26,2,99,1,1,1,1,1,1,2,3,1,2,2,1,1,2,1,1,1,2,1,2,2,5,3,6,2,3,1,3,2,6,2,2,2,3,2,1,1,7,2,2,4,3,4,6,5,1,5,3,5,2,7,4,1,3,5,5,7,5,2,3,4,1,1,1,5,3,6,7,2,5,6,5,1,6,5,1,200,1,7,4,3,5,6,1,3,2.76,1
SS007,1,370,901,1,72,6,2,3,3,2,2,2,1,7,1,2,2,1,1,1,2,1,2,1,1,1,2,2,7,7,7,7,7,4,5,6,2,7,6,2,6,7,5,1,7,7,7,7,5,7,6,5,6,1,4,5,1,1,7,1,7,7,7,7,7,7,1,4,6,1,1,7,1,7,7,1,6,7,4,5,5,6,2,0,0,7,4,1,4,1,7,4,5,1
SS007,1,371,988,1,32,2,99,4,3,2,2,2,1,1,3,2,2,2,1,2,2,2,1,1,2,1,2,2,6,6,7,5,5,5,4,4,3,5,5,3,5,1,1,1,4,7,7,7,7,7,7,7,7,4,4,5,2,2,7,1,6,6,4,4,4,4,2,3,4,2,2,4,2,4,4,3,5,5,3,4,3,3,2,0,0,4,3,3,3,2,6,4,0,0
SS007,1,372,795,1,65,6,99,3,3,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,6,4,7,6,6,4,4,5,3,5,4,3,4,4,5,3,6,6,6,6,6,6,6,6,6,4,5,5,4,2,6,2,4,4,5,5,5,5,4,5,5,4,3,5,3,6,6,6,5,5,5,5,4,4,2,0,0,6,5,4,6,6,6,4,5,1
SS007,1,373,358,2,38,3,5,6,2,2,1,3,1,3,1,2,2,1,1,2,2,1,2,2,1,1,2,1,4,3,3,4,4,3,4,4,4,3,5,4,4,3,5,4,3,4,3,3,3,4,4,5,5,4,4,5,4,4,3,4,4,3,3,4,4,6,5,4,4,4,4,5,4,4,4,2,3,5,3,4,4,3,2,0,0,4,3,3,4,3,3,5,2.52,1
SS007,1,374,488,1,53,4,3,7,3,1,1,1,1,5,1,1,1,2,2,1,2,1,1,1,2,1,2,2,7,7,4,6,6,3,4,6,2,6,6,2,6,3,3,3,6,6,6,3,5,5,7,5,4,2,4,4,4,2,6,1,7,5,4,6,5,4,2,5,4,2,1,6,2,7,7,4,7,7,7,7,6,6,1,25,1,7,6,4,6,3,7,6,5,1
SS007,1,375,895,1,71,6,4,3,3,1,2,1,1,1,3,2,2,2,2,1,2,1,2,1,2,2,2,1,7,7,7,7,7,5,2,4,3,3,5,2,5,5,2,1,7,3,7,7,7,7,7,6,6,5,6,6,5,3,7,3,7,7,7,7,7,6,2,7,7,6,2,7,2,7,7,5,7,7,7,7,7,7,1,50,1,7,7,7,7,7,7,7,5,1
SS007,1,376,479,1,47,4,99,6,3,2,2,3,1,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1,5,4,5,5,6,4,4,5,3,4,5,3,4,2,5,2,5,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,5,5,5,5,4,4,4,4,4,5,4,5,4,1,5,5,5,4,5,4,2,0,0,5,4,5,5,5,5,4,1,1
SS007,1,377,587,2,73,6,5,7,3,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,4,5,6,2,1,7,1,2,6,4,4,4,4,1,1,1,1,4,6,6,4,2,4,2,2,1,1,1,1,1,4,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,4,4,2,0,0,4,3,4,4,3,2,1,0,0
SS007,1,378,974,2,48,4,4,7,2,1,2,1,1,3,2,1,1,2,2,1,2,1,2,2,1,1,1,1,3,6,6,7,7,4,7,7,4,7,4,4,7,7,4,6,7,7,7,5,4,6,4,7,4,2,6,7,4,2,4,2,1,2,7,1,7,4,2,5,4,6,2,6,1,1,1,6,7,7,7,5,7,7,1,100,1,7,7,4,3,7,2,7,0.22,1
SS007,1,379,744,1,51,4,5,7,4,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,6,6,7,7,7,1,7,7,1,7,7,1,7,6,6,2,7,7,7,7,7,7,7,7,7,4,4,7,4,1,7,1,7,7,6,7,7,7,1,4,7,7,1,7,1,7,7,4,7,7,6,7,7,7,2,0,0,7,7,6,7,6,7,5,5,1
SS007,1,380,610,1,67,6,99,3,3,2,2,3,1,6,2,2,2,2,2,2,2,1,2,1,2,1,1,2,5,4,6,5,5,5,4,4,3,5,5,3,5,3,3,3,3,6,5,4,4,4,4,4,4,2,2,3,1,1,5,1,5,4,5,5,5,5,1,5,5,1,1,6,1,6,5,1,5,5,4,3,3,4,2,0,0,2,2,1,6,6,5,2,0,0
SS007,1,381,585,2,47,4,5,7,3,2,2,2,1,2,3,2,1,2,2,1,1,1,1,2,2,1,1,2,5,5,6,4,3,5,3,6,3,5,5,3,5,1,2,1,1,7,7,7,7,5,5,5,5,5,3,3,3,3,5,3,5,4,4,4,5,4,3,3,5,5,3,4,3,5,6,1,4,4,4,3,4,3,2,0,0,3,3,3,5,5,3,2,5,1
SS007,1,382,628,2,47,4,4,3,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,1,2,5,5,5,5,5,6,4,5,1,3,5,2,1,1,5,1,1,5,5,5,5,5,5,5,5,4,4,4,4,1,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,7,1,1,2,0,0,1,1,1,1,1,1,7,0,0
SS007,1,383,651,2,70,6,9,7,3,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,7,2,7,4,4,5,1,5,1,2,4,2,1,1,1,1,4,4,7,6,3,5,5,5,5,1,1,4,4,1,6,1,4,5,4,4,4,2,1,1,4,1,1,5,1,4,4,4,4,4,1,2,2,1,2,0,0,5,5,1,1,1,7,1,0,0
SS007,1,384,735,1,62,5,3,3,3,2,2,2,1,1,3,2,2,2,2,2,2,1,2,2,2,1,2,1,7,6,7,4,4,4,4,6,2,4,7,1,6,1,1,1,4,7,7,7,7,7,7,7,7,4,4,7,4,4,7,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,5,4,4,5,2,0,0,5,3,4,6,6,6,4,5,1
SS007,1,385,996,1,61,5,3,3,3,1,2,1,1,7,2,1,1,2,1,2,2,1,1,2,2,2,1,1,4,6,6,6,5,5,5,3,2,7,6,1,7,3,1,2,7,7,7,7,7,7,7,7,7,2,3,6,4,1,7,1,7,7,7,7,7,7,5,6,7,5,4,7,2,7,7,4,7,7,4,5,5,6,2,0,0,7,7,3,4,1,7,5,5,1
SS007,1,386,663,1,57,5,3,2,3,2,1,1,1,6,2,2,2,2,2,1,2,2,2,1,1,1,1,1,7,3,7,6,7,3,7,7,1,6,7,2,5,1,1,1,7,7,7,7,7,7,7,7,7,5,6,7,7,7,6,5,3,5,7,6,5,5,5,5,6,3,1,1,1,6,6,5,7,7,1,6,7,6,1,50,1,2,7,5,7,7,6,6,0,0
SS007,1,387,286,2,35,3,4,7,2,2,2,3,1,4,1,2,1,1,1,2,1,1,2,1,2,2,1,2,7,7,7,7,7,1,4,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,1,1,4,1,1,7,7,7,7,7,7,7,7,1,1,7,1,1,7,7,7,7,5,7,7,7,6,7,7,2,0,0,6,7,7,7,7,6,4,0,0
SS007,1,388,1507,1,56,5,6,2,3,2,2,3,1,7,2,2,2,2,2,2,2,1,1,2,2,1,1,1,5,4,6,7,5,2,6,6,4,6,6,2,6,1,2,1,6,7,7,7,5,7,7,7,7,4,4,7,4,4,7,2,7,7,7,7,7,7,4,4,5,4,2,7,1,7,7,2,7,7,6,6,6,6,1,25,1,6,4,4,6,7,7,4,0,0
SS007,1,389,605,1,64,5,4,7,3,2,2,1,1,7,1,2,2,2,2,1,2,1,2,1,1,2,2,1,6,5,7,7,7,3,5,5,2,6,7,1,6,7,7,3,7,7,7,7,7,7,7,7,7,3,4,5,3,1,7,2,7,7,7,7,7,7,4,4,6,5,4,7,5,7,7,3,7,7,7,7,6,6,1,50,1,4,7,4,7,7,7,6,2.5,1
SS007,1,390,3937,2,61,5,2,2,1,2,2,2,2,4,2,2,2,2,2,1,2,1,2,1,1,2,2,1,6,2,5,4,5,3,5,4,3,6,5,3,5,1,3,1,4,6,6,6,6,6,6,6,6,5,5,5,5,4,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,5,2,0,0,6,6,4,4,4,6,5,1,1
SS007,1,391,14548,1,29,2,3,6,3,2,2,2,1,3,3,1,2,2,2,2,1,1,1,2,2,2,1,2,7,5,7,5,3,3,3,7,1,3,5,3,3,2,1,1,5,5,7,6,6,3,5,2,3,1,1,3,3,2,6,1,6,6,5,7,3,5,1,2,3,3,2,6,1,6,6,7,5,5,3,3,3,3,2,0,0,6,4,2,6,5,6,2,0,0
SS007,1,392,2430,2,52,4,2,3,3,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,7,7,7,7,7,6,6,7,1,7,7,1,7,5,4,2,7,7,7,7,7,7,7,6,7,1,6,7,2,1,7,1,7,7,7,6,7,6,1,7,7,2,1,7,1,7,7,1,7,7,7,7,7,7,1,10,1,7,7,7,7,7,7,7,0,0
SS007,1,393,729,1,55,5,3,3,3,2,2,3,1,3,2,2,1,2,1,1,1,2,1,1,2,1,1,2,7,4,7,7,7,3,3,7,4,6,6,4,4,2,2,1,4,7,7,7,6,7,7,4,6,1,4,6,2,1,7,1,6,6,5,7,4,4,1,2,5,2,1,7,1,6,6,3,5,5,4,4,4,4,2,0,0,4,4,4,4,4,7,4,0,0
SS007,1,394,362,1,40,3,8,6,3,2,2,1,1,5,1,1,1,1,2,1,2,1,1,1,2,1,1,2,4,6,7,7,5,1,7,6,1,7,7,1,7,2,1,1,7,7,7,7,7,7,7,7,7,5,6,7,5,1,7,1,7,7,7,7,7,7,7,7,7,5,1,7,2,7,7,4,7,7,7,7,7,7,1,25,1,7,7,7,7,7,7,7,0,0
SS007,1,395,839,1,67,6,4,2,3,2,2,2,1,1,3,2,2,2,2,1,2,1,2,1,2,2,1,1,7,7,7,6,4,4,1,5,2,5,5,2,5,1,1,1,2,7,7,7,7,6,6,6,6,3,1,1,1,1,7,1,6,6,6,6,6,6,6,5,5,4,2,7,2,6,7,2,7,7,4,3,3,3,2,0,0,4,4,3,3,5,6,3,0,0
